gid,visteam,hometeam,date,attendance,gametype,season
MEM193705232,SSA,MEM,1937-05-23,1500,regular,1937
NW2193705230,PH5,NW2,1937-05-23,0,regular,1937
WEG193705230,PTC,WEG,1937-05-23,0,regular,1937
KCM193705240,CI1,KCM,1937-05-24,2700,regular,1937
CI1193705270,BIR,CI1,1937-05-27,0,regular,1937
SSA193705270,MEM,SSA,1937-05-27,0,regular,1937
ATN193705290,JAX,ATN,1937-05-29,1000,exhibition,1937
NY5193705290,NW2,NY5,1937-05-29,0,regular,1937
PH5193705290,PTC,PH5,1937-05-29,0,regular,1937
SSA193705290,DT2,SSA,1937-05-29,0,regular,1937
WEG193705290,HOM,WEG,1937-05-29,1000,regular,1937
ATN193705301,JAX,ATN,1937-05-30,5654,exhibition,1937
ATN193705302,JAX,ATN,1937-05-30,5654,exhibition,1937
KCM193705301,BIR,KCM,1937-05-30,3000,regular,1937
KCM193705302,BIR,KCM,1937-05-30,3000,regular,1937
WEG193705300,HOM,WEG,1937-05-30,2500,regular,1937
KCM193705311,BIR,KCM,1937-05-31,3000,regular,1937
KCM193705312,BIR,KCM,1937-05-31,3000,regular,1937
NY5193705311,NW2,NY5,1937-05-31,8000,regular,1937
NY5193705312,NW2,NY5,1937-05-31,8000,regular,1937
PH5193705311,PTC,PH5,1937-05-31,0,regular,1937
PH5193705312,PTC,PH5,1937-05-31,0,regular,1937
HOM193706010,WEG,HOM,1937-06-01,0,regular,1937
PH5193706010,PTC,PH5,1937-06-01,0,regular,1937
PH5193706020,WEG,PH5,1937-06-02,0,regular,1937
CI1193706050,KCM,CI1,1937-06-05,0,regular,1937
NW2193706050,WEG,NW2,1937-06-05,0,regular,1937
PH5193706051,NY5,PH5,1937-06-05,0,regular,1937
PH5193706052,NY5,PH5,1937-06-05,0,regular,1937
PTC193706050,HOM,PTC,1937-06-05,0,regular,1937
WEG193706060,NW2,WEG,1937-06-06,0,regular,1937
IN6193706070,MEM,IN6,1937-06-07,0,regular,1937
ATN193706100,BIR,ATN,1937-06-10,2114,exhibition,1937
CI1193706110,KCM,CI1,1937-06-11,1002,regular,1937
PH5193706110,NW2,PH5,1937-06-11,1000,regular,1937
HOM193706120,NW2,HOM,1937-06-12,0,regular,1937
NY5193706120,PTC,NY5,1937-06-12,3000,regular,1937
CI1193706131,CAG,CI1,1937-06-13,0,regular,1937
CI1193706132,CAG,CI1,1937-06-13,1200,regular,1937
HOM193706131,NW2,HOM,1937-06-13,2500,regular,1937
HOM193706132,NW2,HOM,1937-06-13,2500,regular,1937
NY5193706131,PTC,NY5,1937-06-13,7000,regular,1937
NY5193706132,PTC,NY5,1937-06-13,7000,regular,1937
SSA193706131,BIR,SSA,1937-06-13,0,regular,1937
WEG193706130,PH5,WEG,1937-06-13,2800,regular,1937
HOM193706150,NW2,HOM,1937-06-15,2000,regular,1937
HOM193706170,NW2,HOM,1937-06-17,0,regular,1937
KCM193706190,SSA,KCM,1937-06-19,0,regular,1937
NY5193706190,HOM,NY5,1937-06-19,0,regular,1937
PTC193706192,PH5,PTC,1937-06-19,0,regular,1937
WEG193706191,NW2,WEG,1937-06-19,3500,regular,1937
WEG193706192,NW2,WEG,1937-06-19,3500,regular,1937
CAG193706201,CI1,CAG,1937-06-20,0,regular,1937
CAG193706202,CI1,CAG,1937-06-20,0,regular,1937
DT2193706202,IN6,DT2,1937-06-20,0,regular,1937
KCM193706201,SSA,KCM,1937-06-20,2500,regular,1937
KCM193706202,SSA,KCM,1937-06-20,2500,regular,1937
MEM193706201,BIR,MEM,1937-06-20,3000,regular,1937
MEM193706202,BIR,MEM,1937-06-20,3000,regular,1937
CAG193706210,CI1,CAG,1937-06-21,0,regular,1937
KCM193706210,SSA,KCM,1937-06-21,2000,regular,1937
PTC193706220,WEG,PTC,1937-06-22,625,regular,1937
DT2193706260,CAG,DT2,1937-06-26,0,regular,1937
NY5193706260,WEG,NY5,1937-06-26,0,regular,1937
PH5193706261,NW2,PH5,1937-06-26,0,regular,1937
PH5193706262,NW2,PH5,1937-06-26,0,regular,1937
HOM193706271,PTC,HOM,1937-06-27,4500,regular,1937
HOM193706272,PTC,HOM,1937-06-27,4500,regular,1937
KCM193706271,MEM,KCM,1937-06-27,3000,regular,1937
KCM193706272,MEM,KCM,1937-06-27,3000,regular,1937
SSA193706271,IN6,SSA,1937-06-27,100,regular,1937
SSA193706272,IN6,SSA,1937-06-27,100,regular,1937
WEG193706271,PH5,WEG,1937-06-27,3000,regular,1937
WEG193706272,PH5,WEG,1937-06-27,3000,regular,1937
HOM193706280,PTC,HOM,1937-06-28,2000,regular,1937
KCM193706280,MEM,KCM,1937-06-28,1500,regular,1937
DT2193706290,CAG,DT2,1937-06-29,1200,regular,1937
CAG193706300,DT2,CAG,1937-06-30,2000,regular,1937
CAG193707030,KCM,CAG,1937-07-03,0,regular,1937
NY5193707030,NW2,NY5,1937-07-03,0,regular,1937
CAG193707041,KCM,CAG,1937-07-04,0,regular,1937
CAG193707042,KCM,CAG,1937-07-04,0,regular,1937
NY5193707041,WEG,NY5,1937-07-04,8000,regular,1937
NY5193707042,WEG,NY5,1937-07-04,8000,regular,1937
BIR193707051,IN6,BIR,1937-07-05,0,regular,1937
BIR193707052,IN6,BIR,1937-07-05,0,regular,1937
CAG193707051,KCM,CAG,1937-07-05,3300,regular,1937
CAG193707052,KCM,CAG,1937-07-05,3300,regular,1937
JAX193707051,ATN,JAX,1937-07-05,6513,exhibition,1937
JAX193707052,ATN,JAX,1937-07-05,6513,exhibition,1937
MEM193707051,CI1,MEM,1937-07-05,3000,regular,1937
MEM193707052,CI1,MEM,1937-07-05,3000,regular,1937
PTC193707051,HOM,PTC,1937-07-05,0,regular,1937
HOM193707060,PTC,HOM,1937-07-06,1100,regular,1937
ATN193707080,CI1,ATN,1937-07-08,2115,regular,1937
ATN193707100,CI1,ATN,1937-07-10,0,regular,1937
NW2193707100,WEG,NW2,1937-07-10,0,regular,1937
ATN193707111,CI1,ATN,1937-07-11,6977,regular,1937
ATN193707112,CI1,ATN,1937-07-11,6977,regular,1937
DT2193707111,KCM,DT2,1937-07-11,8000,regular,1937
DT2193707112,KCM,DT2,1937-07-11,8000,regular,1937
NW2193707111,PH5,NW2,1937-07-11,0,regular,1937
PTC193707111,NY5,PTC,1937-07-11,5300,regular,1937
PTC193707112,NY5,PTC,1937-07-11,5300,regular,1937
SSA193707111,MEM,SSA,1937-07-11,150,regular,1937
SSA193707112,MEM,SSA,1937-07-11,150,regular,1937
WEG193707111,HOM,WEG,1937-07-11,3000,regular,1937
WEG193707112,HOM,WEG,1937-07-11,3000,regular,1937
PTC193707130,NY5,PTC,1937-07-13,0,regular,1937
WEG193707130,PH5,WEG,1937-07-13,0,regular,1937
CAG193707140,DT2,CAG,1937-07-14,1000,regular,1937
PH5193707150,PTC,PH5,1937-07-15,800,regular,1937
NW2193707170,PTC,NW2,1937-07-17,0,regular,1937
BIR193707181,CAG,BIR,1937-07-18,4000,regular,1937
BIR193707182,CAG,BIR,1937-07-18,4000,regular,1937
CI1193707181,MEM,CI1,1937-07-18,3000,regular,1937
CI1193707182,MEM,CI1,1937-07-18,3000,regular,1937
HOM193707181,PH5,HOM,1937-07-18,2000,regular,1937
HOM193707182,PH5,HOM,1937-07-18,2000,regular,1937
KCM193707181,DT2,KCM,1937-07-18,3500,regular,1937
KCM193707182,DT2,KCM,1937-07-18,3500,regular,1937
WEG193707181,NY5,WEG,1937-07-18,3500,regular,1937
WEG193707182,NY5,WEG,1937-07-18,3500,regular,1937
KCM193707190,DT2,KCM,1937-07-19,2500,regular,1937
ATN193707200,CAG,ATN,1937-07-20,2858,regular,1937
HOM193707200,PH5,HOM,1937-07-20,0,regular,1937
ATN193707210,CAG,ATN,1937-07-21,0,regular,1937
HOM193707220,PH5,HOM,1937-07-22,0,regular,1937
NW2193707220,PTC,NW2,1937-07-22,0,regular,1937
ATN193707240,JAX,ATN,1937-07-24,0,regular,1937
CI1193707241,BIR,CI1,1937-07-24,0,regular,1937
CI1193707242,BIR,CI1,1937-07-24,0,exhibition,1937
NY5193707240,PTC,NY5,1937-07-24,0,regular,1937
PH5193707241,NW2,PH5,1937-07-24,0,regular,1937
PH5193707242,NW2,PH5,1937-07-24,0,regular,1937
WEG193707240,HOM,WEG,1937-07-24,0,exhibition,1937
ATN193707251,JAX,ATN,1937-07-25,4958,regular,1937
ATN193707252,JAX,ATN,1937-07-25,4958,regular,1937
CI1193707251,BIR,CI1,1937-07-25,0,regular,1937
KCM193707251,CAG,KCM,1937-07-25,3500,regular,1937
KCM193707252,CAG,KCM,1937-07-25,3500,regular,1937
NW2193707253,PH5,NW2,1937-07-25,0,exhibition,1937
SSA193707251,IN6,SSA,1937-07-25,0,regular,1937
WEG193707250,HOM,WEG,1937-07-25,4000,regular,1937
KCM193707260,CAG,KCM,1937-07-26,2500,regular,1937
CI1193707270,BIR,CI1,1937-07-27,2500,regular,1937
KCM193707270,CAG,KCM,1937-07-27,2000,regular,1937
PTC193707290,NW2,PTC,1937-07-29,2000,regular,1937
HOM193707310,WEG,HOM,1937-07-31,3000,regular,1937
NY5193707310,NW2,NY5,1937-07-31,0,regular,1937
HOM193708011,WEG,HOM,1937-08-01,9500,regular,1937
HOM193708012,WEG,HOM,1937-08-01,9500,regular,1937
MEM193708011,CI1,MEM,1937-08-01,0,regular,1937
NW2193708013,NY5,NW2,1937-08-01,0,exhibition,1937
NY5193708011,NW2,NY5,1937-08-01,5000,regular,1937
NY5193708012,NW2,NY5,1937-08-01,5000,regular,1937
NY5193708030,NW2,NY5,1937-08-03,0,exhibition,1937
DT2193708060,CI1,DT2,1937-08-06,0,regular,1937
KCM193708060,CUS,KCM,1937-08-06,1000,exhibition,1937
ATN193708070,SSA,ATN,1937-08-07,0,regular,1937
ASW193708080,ASE,ASW,1937-08-08,20000,allstar,1937
ATN193708081,SSA,ATN,1937-08-08,6981,exhibition,1937
ATN193708082,SSA,ATN,1937-08-08,6981,exhibition,1937
PTC193708081,NW2,PTC,1937-08-08,4300,exhibition,1937
PTC193708082,NW2,PTC,1937-08-08,4300,exhibition,1937
CAG193708090,KCM,CAG,1937-08-09,1091,regular,1937
WEG193708090,NY5,WEG,1937-08-09,700,exhibition,1937
NW2193708110,PTC,NW2,1937-08-11,500,regular,1937
CI1193708122,WEG,CI1,1937-08-12,0,exhibition,1937
WEG193708121,NY5,WEG,1937-08-12,0,exhibition,1937
BIR193708151,SSA,BIR,1937-08-15,0,regular,1937
BIR193708152,SSA,BIR,1937-08-15,0,regular,1937
CI1193708151,KCM,CI1,1937-08-15,0,regular,1937
CI1193708152,KCM,CI1,1937-08-15,0,regular,1937
NW2193708151,HOM,NW2,1937-08-15,4500,regular,1937
NW2193708152,HOM,NW2,1937-08-15,4500,regular,1937
NW2193708153,HOM,NW2,1937-08-15,0,exhibition,1937
NY5193708152,WEG,NY5,1937-08-15,5000,regular,1937
PH5193708151,PTC,PH5,1937-08-15,5000,regular,1937
BIR193708160,SSA,BIR,1937-08-16,0,regular,1937
CAG193708170,KCM,CAG,1937-08-17,1500,regular,1937
CI1193708170,ATN,CI1,1937-08-17,7551,exhibition,1937
WEG193708170,PTC,WEG,1937-08-17,3000,regular,1937
NY5193708180,PTC,NY5,1937-08-18,3000,regular,1937
CAG193708190,KCM,CAG,1937-08-19,0,regular,1937
NW2193708210,NY5,NW2,1937-08-21,0,regular,1937
PH5193708210,WEG,PH5,1937-08-21,0,regular,1937
ATN193708220,BIR,ATN,1937-08-22,3987,regular,1937
CAG193708221,KCM,CAG,1937-08-22,0,regular,1937
CAG193708222,KCM,CAG,1937-08-22,0,regular,1937
SAS193708220,NAS,SAS,1937-08-22,3000,allstar,1937
SAS193708230,NAS,SAS,1937-08-23,3400,allstar,1937
CAG193708250,IN6,CAG,1937-08-25,2300,regular,1937
KCM193708250,SSA,KCM,1937-08-25,0,regular,1937
CI1193708260,HOM,CI1,1937-08-26,0,regular,1937
KCM193708270,IN6,KCM,1937-08-27,3000,regular,1937
CI1193708280,MEM,CI1,1937-08-28,0,regular,1937
NY5193708280,CUS,NY5,1937-08-28,0,exhibition,1937
PH5193708280,WEG,PH5,1937-08-28,0,regular,1937
CAG193708291,HOM,CAG,1937-08-29,2900,exhibition,1937
CAG193708292,HOM,CAG,1937-08-29,2900,exhibition,1937
KCM193708290,SDO,KCM,1937-08-29,6000,exhibition,1937
PH5193708291,PTC,PH5,1937-08-29,0,regular,1937
PH5193708292,PTC,PH5,1937-08-29,0,regular,1937
CI1193708300,MEM,CI1,1937-08-30,0,regular,1937
KCM193708310,IN6,KCM,1937-08-31,2000,regular,1937
NY5193709010,WEG,NY5,1937-09-01,0,regular,1937
PH5193709010,PTC,PH5,1937-09-01,0,regular,1937
KCM193709020,CI1,KCM,1937-09-02,1500,regular,1937
KCM193709051,CI1,KCM,1937-09-05,2500,regular,1937
KCM193709052,CI1,KCM,1937-09-05,2500,regular,1937
CAG193709062,ATN,CAG,1937-09-06,0,exhibition,1937
KCM193709061,CI1,KCM,1937-09-06,3200,regular,1937
KCM193709062,CI1,KCM,1937-09-06,3200,regular,1937
NY5193709061,WEG,NY5,1937-09-06,6000,regular,1937
NY5193709062,WEG,NY5,1937-09-06,6000,regular,1937
CAG193709080,KCM,CAG,1937-09-08,0,lcs,1937
CI1193709080,MEM,CI1,1937-09-08,600,exhibition,1937
NW2193709090,PH5,NW2,1937-09-09,0,exhibition,1937
CAG193709120,KCM,CAG,1937-09-12,0,lcs,1937
NW2193709120,PH5,NW2,1937-09-12,0,exhibition,1937
CAG193709130,KCM,CAG,1937-09-13,0,lcs,1937
WEG193709130,PH5,WEG,1937-09-13,0,exhibition,1937
NY5193709140,PH5,NY5,1937-09-14,0,exhibition,1937
KCM193709170,CAG,KCM,1937-09-17,1600,lcs,1937
NAL193709190,NNL,NAL,1937-09-19,6000,allstar,1937
NNS193709190,SDO,NNS,1937-09-19,10000,exhibition,1937
NNL193709200,NAL,NNL,1937-09-20,1700,allstar,1937
NAL193709210,NNL,NAL,1937-09-21,0,allstar,1937
NNS193709210,SDO,NNS,1937-09-21,500,exhibition,1937
NNL193709240,NAL,NNL,1937-09-24,0,allstar,1937
NAL193709251,NNL,NAL,1937-09-25,1000,allstar,1937
NAL193709252,NNL,NAL,1937-09-25,1000,allstar,1937
NNL193709261,NAL,NNL,1937-09-26,5000,allstar,1937
NNL193709262,NAL,NNL,1937-09-26,5000,allstar,1937
NNS193709261,SDO,NNS,1937-09-26,30000,exhibition,1937
NNS193709262,SDO,NNS,1937-09-26,30000,exhibition,1937
KCM193710050,MLS,KCM,1937-10-05,5000,exhibition,1937
MLS193710070,KCM,MLS,1937-10-07,1700,exhibition,1937
KCM193710090,MLS,KCM,1937-10-09,1800,exhibition,1937
KCM193710101,MLS,KCM,1937-10-10,2500,exhibition,1937
KCM193710102,MLS,KCM,1937-10-10,2000,exhibition,1937
PRG193710100,WHK,PRG,1937-10-10,5000,exhibition,1937
MLS193710110,KCM,MLS,1937-10-11,0,exhibition,1937
PRG193711071,WHK,PRG,1937-11-07,0,exhibition,1937
MEM193804030,HOM,MEM,1938-04-03,1000,exhibition,1938
JAX193804080,CAG,JAX,1938-04-08,0,exhibition,1938
JAX193804100,CAG,JAX,1938-04-10,0,exhibition,1938
BLG193804170,BFA,BLG,1938-04-17,0,exhibition,1938
HOM193804171,KCM,HOM,1938-04-17,3000,exhibition,1938
HOM193804172,KCM,HOM,1938-04-17,3000,exhibition,1938
KCM193804200,CAG,KCM,1938-04-20,3000,exhibition,1938
CAG193804220,KCM,CAG,1938-04-22,600,exhibition,1938
ATN193804240,HOM,ATN,1938-04-24,5000,exhibition,1938
BLG193804240,PH5,BLG,1938-04-24,0,exhibition,1938
CAG193804240,KCM,CAG,1938-04-24,4000,exhibition,1938
PTC193804240,WBS,PTC,1938-04-24,1200,exhibition,1938
ATN193804250,HOM,ATN,1938-04-25,500,exhibition,1938
ATN193804260,HOM,ATN,1938-04-26,0,exhibition,1938
KCM193804260,CAG,KCM,1938-04-26,3000,exhibition,1938
BIR193805011,CAG,BIR,1938-05-01,4000,exhibition,1938
BIR193805012,CAG,BIR,1938-05-01,4000,exhibition,1938
MEM193805011,ATN,MEM,1938-05-01,3500,exhibition,1938
MEM193805012,ATN,MEM,1938-05-01,3500,exhibition,1938
ATN193805081,CAG,ATN,1938-05-08,0,exhibition,1938
ATN193805082,CAG,ATN,1938-05-08,0,exhibition,1938
HOM193805081,NY5,HOM,1938-05-08,1500,exhibition,1938
HOM193805082,NY5,HOM,1938-05-08,1500,exhibition,1938
MEM193805081,KCM,MEM,1938-05-08,0,exhibition,1938
MEM193805082,KCM,MEM,1938-05-08,0,exhibition,1938
PTC193805080,BLG,PTC,1938-05-08,2500,exhibition,1938
ATN193805120,BIR,ATN,1938-05-12,2500,regular,1938
HOM193805120,NY5,HOM,1938-05-12,700,exhibition,1938
ATN193805151,BIR,ATN,1938-05-15,3500,regular,1938
ATN193805152,BIR,ATN,1938-05-15,3500,regular,1938
HOM193805150,NY5,HOM,1938-05-15,0,regular,1938
KCM193805151,CAG,KCM,1938-05-15,6000,regular,1938
KCM193805152,CAG,KCM,1938-05-15,6000,regular,1938
MEM193805151,IN7,MEM,1938-05-15,0,regular,1938
NW2193805150,PTC,NW2,1938-05-15,0,regular,1938
WBS193805150,BFA,WBS,1938-05-15,800,exhibition,1938
HOM193805160,NY5,HOM,1938-05-16,1000,exhibition,1938
ATN193805170,BIR,ATN,1938-05-17,1500,regular,1938
HOM193805170,NY5,HOM,1938-05-17,500,exhibition,1938
NW2193805170,PTC,NW2,1938-05-17,0,regular,1938
NW2193805190,PTC,NW2,1938-05-19,0,regular,1938
PH5193805211,HOM,PH5,1938-05-21,0,regular,1938
PH5193805212,HOM,PH5,1938-05-21,0,regular,1938
PTC193805210,BLG,PTC,1938-05-21,0,regular,1938
WBS193805210,NY5,WBS,1938-05-21,0,regular,1938
BIR193805221,ATN,BIR,1938-05-22,0,regular,1938
BIR193805222,ATN,BIR,1938-05-22,0,regular,1938
CAG193805221,MEM,CAG,1938-05-22,6750,regular,1938
CAG193805222,MEM,CAG,1938-05-22,6750,regular,1938
KCM193805221,IN7,KCM,1938-05-22,0,regular,1938
KCM193805222,IN7,KCM,1938-05-22,1400,regular,1938
PTC193805221,BLG,PTC,1938-05-22,0,regular,1938
JAX193805230,ATN,JAX,1938-05-23,3000,regular,1938
PH5193805230,HOM,PH5,1938-05-23,0,regular,1938
JAX193805240,ATN,JAX,1938-05-24,0,regular,1938
BIR193805260,ATN,BIR,1938-05-26,0,regular,1938
ATN193805280,JAX,ATN,1938-05-28,400,regular,1938
CAG193805280,KCM,CAG,1938-05-28,0,regular,1938
HOM193805280,WBS,HOM,1938-05-28,0,regular,1938
NY5193805280,BLG,NY5,1938-05-28,0,regular,1938
PH5193805281,PTC,PH5,1938-05-28,0,regular,1938
PH5193805282,PTC,PH5,1938-05-28,0,regular,1938
BFA193805290,NW2,BFA,1938-05-29,0,exhibition,1938
BLG193805291,NY5,BLG,1938-05-29,0,regular,1938
BLG193805292,NY5,BLG,1938-05-29,0,regular,1938
CAG193805291,KCM,CAG,1938-05-29,0,regular,1938
CAG193805292,KCM,CAG,1938-05-29,0,regular,1938
HOM193805291,WBS,HOM,1938-05-29,5000,regular,1938
HOM193805292,WBS,HOM,1938-05-29,5000,regular,1938
IN7193805291,BIR,IN7,1938-05-29,0,regular,1938
NW2193805301,BLG,NW2,1938-05-30,6000,regular,1938
NW2193805302,BLG,NW2,1938-05-30,6000,regular,1938
PH5193805301,PTC,PH5,1938-05-30,0,regular,1938
PH5193805302,PTC,PH5,1938-05-30,0,regular,1938
HOM193805310,WBS,HOM,1938-05-31,0,regular,1938
PH5193806010,PTC,PH5,1938-06-01,0,regular,1938
PH5193806020,NW2,PH5,1938-06-02,0,regular,1938
CAG193806040,JAX,CAG,1938-06-04,0,regular,1938
NW2193806040,HOM,NW2,1938-06-04,250,regular,1938
KCM193806051,ATN,KCM,1938-06-05,0,regular,1938
KCM193806052,ATN,KCM,1938-06-05,0,regular,1938
MEM193806051,BIR,MEM,1938-06-05,3000,regular,1938
MEM193806052,BIR,MEM,1938-06-05,3000,regular,1938
NW2193806051,HOM,NW2,1938-06-05,6000,regular,1938
NW2193806052,HOM,NW2,1938-06-05,6000,regular,1938
PTC193806051,NY5,PTC,1938-06-05,750,regular,1938
PTC193806052,NY5,PTC,1938-06-05,750,regular,1938
KCM193806060,ATN,KCM,1938-06-06,1200,regular,1938
MEM193806060,BIR,MEM,1938-06-06,0,regular,1938
PTC193806060,NY5,PTC,1938-06-06,0,regular,1938
KCM193806070,ATN,KCM,1938-06-07,3000,regular,1938
PTC193806070,NY5,PTC,1938-06-07,600,regular,1938
PH5193806080,BLG,PH5,1938-06-08,800,regular,1938
PH5193806090,HOM,PH5,1938-06-09,4000,regular,1938
ATN193806100,IN7,ATN,1938-06-10,4000,regular,1938
MEM193806110,CAG,MEM,1938-06-11,0,regular,1938
ATN193806121,IN7,ATN,1938-06-12,4567,regular,1938
ATN193806122,IN7,ATN,1938-06-12,4567,regular,1938
KCM193806121,BIR,KCM,1938-06-12,3000,regular,1938
KCM193806122,BIR,KCM,1938-06-12,3000,regular,1938
MEM193806121,CAG,MEM,1938-06-12,0,regular,1938
MEM193806122,CAG,MEM,1938-06-12,0,regular,1938
MEM193806130,CAG,MEM,1938-06-13,0,regular,1938
PTC193806130,PH5,PTC,1938-06-13,0,regular,1938
ATN193806140,IN7,ATN,1938-06-14,1675,regular,1938
HOM193806140,BLG,HOM,1938-06-14,2300,regular,1938
MEM193806140,CAG,MEM,1938-06-14,1000,regular,1938
NW2193806140,PH5,NW2,1938-06-14,0,regular,1938
HOM193806150,BLG,HOM,1938-06-15,1700,regular,1938
HOM193806170,BLG,HOM,1938-06-17,3500,regular,1938
NW2193806170,WBS,NW2,1938-06-17,0,regular,1938
PH5193806181,NW2,PH5,1938-06-18,0,regular,1938
PH5193806182,NW2,PH5,1938-06-18,0,regular,1938
BIR193806190,MEM,BIR,1938-06-19,0,regular,1938
HOM193806191,BLG,HOM,1938-06-19,3300,regular,1938
HOM193806192,BLG,HOM,1938-06-19,3300,regular,1938
JAX193806220,MEM,JAX,1938-06-22,0,regular,1938
NW2193806230,NY5,NW2,1938-06-23,0,regular,1938
PH5193806230,BLG,PH5,1938-06-23,0,regular,1938
NY5193806250,NW2,NY5,1938-06-25,0,regular,1938
PH5193806251,PTC,PH5,1938-06-25,0,regular,1938
PH5193806252,PTC,PH5,1938-06-25,0,regular,1938
MEM193806261,ATN,MEM,1938-06-26,0,regular,1938
MEM193806262,ATN,MEM,1938-06-26,0,regular,1938
NY5193806262,PTC,NY5,1938-06-26,20000,regular,1938
PH5193806261,BLG,PH5,1938-06-26,0,regular,1938
CAG193806280,KCM,CAG,1938-06-28,3500,regular,1938
ATN193807010,JAX,ATN,1938-07-01,2000,regular,1938
ATN193807020,JAX,ATN,1938-07-02,0,regular,1938
NY5193807020,BLG,NY5,1938-07-02,0,regular,1938
PH5193807020,BLG,PH5,1938-07-02,0,regular,1938
PTC193807021,HOM,PTC,1938-07-02,1200,regular,1938
PTC193807022,HOM,PTC,1938-07-02,1200,regular,1938
ATN193807031,JAX,ATN,1938-07-03,0,regular,1938
ATN193807032,JAX,ATN,1938-07-03,0,regular,1938
CAG193807031,BIR,CAG,1938-07-03,0,regular,1938
KCM193807031,MEM,KCM,1938-07-03,4500,regular,1938
KCM193807032,MEM,KCM,1938-07-03,4500,regular,1938
NY5193807041,NW2,NY5,1938-07-04,5000,regular,1938
NY5193807042,NW2,NY5,1938-07-04,5000,regular,1938
PH5193807041,BLG,PH5,1938-07-04,0,regular,1938
PH5193807042,BLG,PH5,1938-07-04,0,regular,1938
PTC193807041,HOM,PTC,1938-07-04,4000,regular,1938
PTC193807042,HOM,PTC,1938-07-04,4000,regular,1938
PH5193807070,NY5,PH5,1938-07-07,0,regular,1938
CAG193807080,MEM,CAG,1938-07-08,2000,exhibition,1938
KCM193807080,BIR,KCM,1938-07-08,800,regular,1938
NY5193807090,PTC,NY5,1938-07-09,0,regular,1938
PH5193807091,NW2,PH5,1938-07-09,0,regular,1938
PH5193807092,NW2,PH5,1938-07-09,0,regular,1938
ATN193807101,IN7,ATN,1938-07-10,2500,regular,1938
ATN193807102,IN7,ATN,1938-07-10,2500,regular,1938
CAG193807101,MEM,CAG,1938-07-10,0,regular,1938
CAG193807102,MEM,CAG,1938-07-10,0,regular,1938
KCM193807101,BIR,KCM,1938-07-10,2000,regular,1938
KCM193807102,BIR,KCM,1938-07-10,2000,regular,1938
NW2193807101,PTC,NW2,1938-07-10,0,regular,1938
NW2193807102,PTC,NW2,1938-07-10,0,regular,1938
CAG193807110,MEM,CAG,1938-07-11,0,regular,1938
CAG193807120,KCM,CAG,1938-07-12,1600,exhibition,1938
KCM193807130,CAG,KCM,1938-07-13,3000,exhibition,1938
PTC193807130,PH5,PTC,1938-07-13,600,regular,1938
BIR193807140,ATN,BIR,1938-07-14,0,regular,1938
KCM193807150,CAG,KCM,1938-07-15,2000,regular,1938
CAG193807161,KCM,CAG,1938-07-16,800,regular,1938
KCM193807162,CAG,KCM,1938-07-16,1500,regular,1938
PH5193807161,PTC,PH5,1938-07-16,0,regular,1938
PH5193807162,PTC,PH5,1938-07-16,0,regular,1938
MEM193807171,JAX,MEM,1938-07-17,0,regular,1938
MEM193807172,JAX,MEM,1938-07-17,0,regular,1938
NW2193807171,PH5,NW2,1938-07-17,0,regular,1938
NW2193807172,PH5,NW2,1938-07-17,0,regular,1938
HOM193807180,NY5,HOM,1938-07-18,2163,exhibition,1938
IN7193807180,ATN,IN7,1938-07-18,1200,regular,1938
HOM193807190,NY5,HOM,1938-07-19,2000,regular,1938
CAG193807210,KCM,CAG,1938-07-21,2000,regular,1938
KCM193807220,CAG,KCM,1938-07-22,1500,regular,1938
CAG193807242,KCM,CAG,1938-07-24,1200,regular,1938
HOM193807241,MEM,HOM,1938-07-24,1500,exhibition,1938
HOM193807242,MEM,HOM,1938-07-24,1500,exhibition,1938
KCM193807241,CAG,KCM,1938-07-24,1200,regular,1938
HOM193807250,MEM,HOM,1938-07-25,1500,exhibition,1938
KCM193807250,CAG,KCM,1938-07-25,2600,regular,1938
HOM193807260,MEM,HOM,1938-07-26,0,exhibition,1938
KCM193807280,CAG,KCM,1938-07-28,1500,regular,1938
PH5193807280,WBS,PH5,1938-07-28,0,regular,1938
KCM193807290,CAG,KCM,1938-07-29,2500,regular,1938
PH5193807301,NW2,PH5,1938-07-30,0,regular,1938
PH5193807302,NW2,PH5,1938-07-30,0,regular,1938
BLG193807311,PH5,BLG,1938-07-31,10791,regular,1938
CAG193807311,KCM,CAG,1938-07-31,0,regular,1938
CAG193807312,KCM,CAG,1938-07-31,0,regular,1938
HOM193807312,MEM,HOM,1938-07-31,15000,exhibition,1938
NW2193807311,BIR,NW2,1938-07-31,15000,exhibition,1938
NY5193807312,PTC,NY5,1938-07-31,10791,regular,1938
HOM193808020,NW2,HOM,1938-08-02,0,regular,1938
JAX193808020,ATN,JAX,1938-08-02,2958,regular,1938
KCM193808030,MEM,KCM,1938-08-03,3500,regular,1938
KCM193808040,MEM,KCM,1938-08-04,4000,regular,1938
CAG193808060,IN7,CAG,1938-08-06,0,regular,1938
PH5193808060,PTC,PH5,1938-08-06,0,regular,1938
BIR193808072,BLG,BIR,1938-08-07,0,exhibition,1938
CAG193808071,IN7,CAG,1938-08-07,0,regular,1938
CAG193808072,IN7,CAG,1938-08-07,0,regular,1938
HOM193808070,NW2,HOM,1938-08-07,5000,regular,1938
MEM193808071,KCM,MEM,1938-08-07,0,regular,1938
NY5193808072,BLG,NY5,1938-08-07,8000,regular,1938
